name,addr.street,addr.city,addr.state,addr.postcode,@lat,@lon,image
Citrus Park,South Mountain Avenue,Upland,CA,91786,34.0912483,-117.6645979,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRul5ypCBN1dU8CQqVIRmKQauPHQ9eLR5IdrCmqDMve4eI_8zhb4VNKGZDINmR-K7f4P6tYeVoK4A5zLoya8LiTFQNgxnHbPwlcNJaXyJweTlibf-oNTWxEH4O5IxmVnH_Rcl1fOBcxni2lwJuISEc7-_b0COiGcmSPXs2ATZ1zGdVJTYJg0Qnf9N2KRsQ_xdBRTKF_1Z1ddLcAYugtPUUEdjDm7Zjp37gpIVC7tV3Nns7O6yq6F0Yfah8ECFrcUMw5Vh6hMFNGrB7o28m_WFTQqVDoSkpGjRXPza1IN8UywUI_HKxgfeVKxAHF7uCBz2BriXpHiOjY0O6nbKIvIQMRYNTCCiOMQSiLdxCYD4N6HgI6ICWslaSCpmmYhgg3HaTAK6lF5lvQl4o73P8f5Btqv0rchUM4SSHD_XAkpLGwWUbbpEE5Q1NFRvNX_Kxc2KwMyeiuRgGIGL-BvgjLI2kdUOqMxDAWjl-ALwLYn7FLlbeyChRHsIh71fbQ3cm61jINXVkwcqMQX4ANMhQKD1om4KjuzpnztDXJFOK-I0Tqthp0uJH8dCQJr9Sz42GEasnANuIvBve_2N2DaD5FIQBFlFXxEy-IIiViCnIpGTkYwfNe9KCiTk43hu7Kddzb&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Finkbiner Park,160 North Wabash Avenue,Glendora,CA,91741,34.1378409,-117.8604429,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNR3NppUXTT3Xhoi1OPuWrKJYcVWyntjk3kOw-qO5KijAWpYl5Y3uTfnQF5Ob6p1Bz6MqoX7zpZL5H0izfamSW0I9b1FmwrtiWA2hTe_0N7LW7MSJ_4W_YEZGesQCwPn_CclcI75oSjt2VgWKzTRgHXIhi6qMtIfkaYb6yEfGIvuuq7H8JMeTqkFfjiaYsNBvplSXvtpaQwy9_ugy6nP2zNTVYpNDjmS3-xqZL9N8mlFAl_CGuvK5QM50nxwS1u7qmcqC53MpoPWX6usks4pk3f9uyh7W7O-LjzsrdWaCdTiYb8jwxIdQX1JtPS38QwgOGmIpzgR9Q20Ddc8W0silmIf5a4YoPS2Oe-o-UmgyMvK_z7JqPfV2aRkYlshzobzk35FODhybum02UytWDspGwzJ7gdbWNtiKNd3lL_rb4xGvITJigj9_uF9v0dgpoCi_0djpk5TIUgg-XwX-gW6o8HSLw3fzJG1c7NNZvPHiOPEHuOsLv68lHkdcQ2NHY7dVK3S8UgtaXlPDDhix-mrWdy2T2VGB88ISdPh8W43W8Jfr2Gm3qc87z07A4dCRCeB9d5RC9WoUymP0F9dS_0r-8bzcpw0pCMHq0nUevDzkurRNHfMRv2_JLELvWgTYQEv86vzSg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Cameron Park,1363-1399 East Cameron Avenue,West Covina,CA,91790,34.0615389,-117.9172009,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRsYytQJlF0Fyv57vQOyFhYsX9kLa6m1-Sm0e6DmnGuHSAkKlvqhr2QtnS6iaEYIxwuaH2nqKWu0ER6AAUUe-yQw4tg6NOFIon1kut62WTwlK9TyPKFSYlYq5-ZLrShF0fjZDowVR9xFsMMEtkD51k1Lojf0eE4rE3J0Ufb1XrMJPnOBn1cBm3xCa0iJGQn69XDvDlcxLZ85FruVxLkhSHF1eY8TIodl63MR-mDBtjrrxud6Cv7Dk49mcxpg-dpAId4j9V9u-PpuBYvs60NnmQ_pN5S_k82VKrZRhOe_GVHstsU9vKVYjzLy3c0H2ZHazCGo3QvOQ5kwLC8Ji0_JgjF-gFD2AG8cMJEXQT-71ONI5h-iAJ5KwX64sHiuIoC9jubq2KGa6XsJ1-mQd1C-ksUeApzK2ecXQDsNa8AjlEpQqBSmuudoRn3OWYUrM7hHMIQj_wN2PRmNXR0YVUGQuJ1YbpA3HSJ9uM8WgdGC4--5h1wkbdIQ_90FmpaTmRzfIzNQqluktrIVb9HgnYMXcX28flOearLm4gDP8BYZ1qmlPlWzDaJNJxiJyPdNyATfw64UicIYM-I8-9na5zG5jVcIFuM_XL745TfoSafDWNVmoDs_huRpBgpMwT3l7uX&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Elizabeth Davis Park,1055 West Laurel Street,Colton,CA,92324,34.0821425,-117.3413903,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTkczNE8AlYP8hNX4UqJNWBjaajFO4RemsTItONFNx5z-a3Z_ywUrGjFnvvyev-PY17NNCyiYCwxjGLMeAuD9xPAB-Kx10kRLpxcl7ihREV3jw5sVCfGwH_jSGL18p8nMkH3shLi4q0GRboppiLFqP7R-ZUAokLCqo1Petfadf3CXhzsL9UYcjxxuVujoK_jF-R_BL1Bc1R98kG9uTvQsBYuIWYwj0cvUa5HYJ9YVVu8flDE0Wt1loSzTLCg_NLEQXRNQzTw3A8RO1r8sth20R_jJprQFxwrPONxbQ2THVB2lnjRCs1b16yppZFJR1JF63TWmb2MwbLxiBBwsY35tfwAJE2_tF5tgU9hyFFt5cy-RxB70uu-Qx769FDuaXFsVUWLDzqMBvFFr73dtrc4qSxCI2PJfAHRdz9vZnvDCqBfrLnrgtmco245Blrr1JoEBiui0RT_iRpmSRHRZ-2QahzoCl-6DLXgByWA5vfD9Y6K9bBHHAMtGsCR35Nz1EIJnKHaGdkN_rZeE25RYXN4eT4s6RRPhblIfJCDKfXhZFTKYY2jFkw3GdsQ_DisFTDQHFmPMekh4x2RwBQTzeuApMF1i1Nv9_d-SHSwtysYqAku72xOzRJ8MGWJhfdg-hk&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Mallows Park,520 North Indian Hill Boulevard,Claremont,CA,91711,34.0989546,-117.7198209,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRtsXHFFWssUxFzb1k8I8jlidfliyCzr0nTryG8Sy36Fj61rBB9IGI1nor4Rn-Z8YlsTMJFVPKm19q0lzS1BYZ1pYRvCanJZym8R0ql7MiEcr8o8wEn59bqp_hYnpk3NN7e-FHZW34z-9ydqTd_dh4C5Oys0H4leG_msolRI8D0jBSbxMmNyRW1VxLjgtWT5MYuA09_92VzBfcUVYzjIs_m5cdymISHeFs5S0V86YpY0Vd1p-jzR2B_35HsJeJ4taaCKVS7t91RVdAO4L5HesfSgjT8d-tXiQGltAHEfSdbmbf65xxBxxwRwLaMPnFRPlyk3WaJrbDj05F8ddwhk6ciJQhrLSrFkWlW9o0XPq7gXiXxTKECGXLcuznlqIlWIn5lSN5HYYTtwd3v39qpPI45KHuY9J5PTDY0salRvFI8VBq-Yue68uqzA_tA22E4XN5Xclq3Mhs3zK6sT0lTR61UoK02CZKm9-ubomrM4dEZ29JSLn_m60plrm7toG1AqWd2Ost95Ui3Zl6NkACUEoRe9lYx7nV7WHQCxYuqyQ-wsLhsazCCxSBm6oYcOmTSCQ0QsUuSLP_dDBWuARsrO0YEkpytDqudBBw3q8XRDPXRUhbaY2iuKthnqBP-EUzkxMM8Lg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Villegas Park Pickleball Courts,,Riverside,CA,92504,33.9331724,-117.3978814,
Red Hill Pickleball Court,,Rancho Cucamonga,CA,91730,34.1207375,-117.6121094,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQS_FwXENnM6cC2lY1qoQnIpryTziJupTTonkxy0MugmWVmAqoZXHuaj7KK5h9SAinCiSoX_AuQQ5scytdlRIh3pHZST9HCkU-VtkQDfpcfx63n2ouKmAq9MuivUNeSBGwYreFWue-4zp_rDhPxR75lIjf5t3HUCktHhERHEatAp9T1n5rS9R2-F4160m-A4q893DRaKK_zCAM5KUH_jqoL-RqJzE-yQTl0sACZQpcljPLiDJcI5n4dhvlMU9L-ZROt4wfmPNuRXO9tLlkvG0SdBLGLZCAi7EnyTAQGuNKzCZdu0qh0Di-5Q7LbdDHf0r6-iGQdNyE-C4T9gf8Swn5Ns5dP5KEvt4WoExKhiNlo-6KCn2ETgvJOBf91fvLSQyQ8mTJvvD0MHDfPJj91nk_2a_XVjzfDh2BLalMkatZAozE4Ug1-vuqA2Nt8Rdr0mwzZMIZk0m_aTGVa19ArBAQAM2FsVpdQy5vZzsXCAitFCk4DtLZv9O2BDF3xbBdKzJKgYGqvnbEyU4BirWkO1Ji1HJEJUVi0_VoFBmNwkdh2N1oEhVReNHFARbNMBa844FACtzaaw0m_ymQuoDPW7a2xCP7ofpJ22MQFPzDaigxvfuuaxXfEzm8wfqKaSGhF2aTrvZ1D&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Harry A Lyon Park,De Anza Drive,Ventura,CA,93001,34.3000514,-119.2929732,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTkgcu-1_zVG2hn-jKF9p0S3IXtthwcyWkrWm1-C84z4acjTMMyESBYugdYGaQ2PAGJRWiJgRTNKMNHPHPd3dkineePKV0siuuNvdEsaVCVwBH0F3YaO-yUrYIss-sVRAoo2dijQCbNCiQhxlObAdgmEijB2pa1PU00mbUWfnkNc8ntY4JWBbI8o6Gwhi2JCUUvTF8ZAClI1E0J0ha2Mqeo8vH7IWlJBxCLfEd3_07fS7T3uiCMl3FFWHyH_Xg948mrWT6x9D37jBSjuwGqz2KoGHYibYD0f9FWWp9GmWeY4FbVxsifw0XP_8s6icXZeTgpuka_vWsXlmRPITinGgnkOY_RY2M3vOJDXhT87Bs1c9KE6dVEbb4mPgAkknYW3BmPxnOGesRfI9nEp2u4EJByYNjWWz4LXIRyglHvvPfY-uurfmH6XlGVxdSl2nlMBt5s2a37OI4U0HsjZfuuUQe4AA4oONOOQzBS6nI_pq0rh11sstxmhB0RmdQp0_bVjNnES1n20ooba-T3B8dLpUS0EBAcvUK2Z165ahcZ6rwaSns9sOSBDJ7lEXGN9diPI4oXQ6_xc_xh6d4HI0vLqJZCOGAk53G_ihLkU8hVxtxGA9i0kzTOuPfXEaxL6-Rn-9XCLQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pickleball Courts,3700 Avenida Simi,Simi Valley,CA,93063,34.2874765,-118.7238651,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTEgl0cmbKNvvFSHjpth5Y5D1jR5Sqv-bw0BqfYrL5RXkWmF5PRuAj0se9YxMrPbyPbJ-8yuZaOJIPwiu8VMz0rD4ABqMzU0p6ZfrwaG1ZelGI-6NsV3WK9-lt4URgSMuAv11L7J0yuK9l1BZyiUqNrW4-QdG_Mr1mz1IPADsULORFF7AGH-B548F6tXj13tqQsZF06AG-hND9rLlo_Cu8dAP27fwwlzg9qStvalkVaxpslcGWi5Sy6BeYJzoa7npQ6yED_iX4KRcWPs-H2CgkjN7Rdw9LNrEcOt-pSBrZ1K_2HYdeFub81grIq3ZBo3OiCjj09sla7iiNAZnBf_o5y0MStxJymGPyqAE_KFNXuvAx7DJIk9AuW6F55vRQaA7n0Hoc1-Z89vELAfsty4ho7qv0j0SVXI4rF5-pwo3bpns-O_nVR8BG7YAly7LYFlP3SClQcYyqoTTs-MfzeLAjGJyAY2movzpQOyr9rX3A8M29za4kgPw1UOaIBaDhn4wd9U1uueTCGTwFDpwwit480ecgjnt8ttadYbEkRVU7MsgYQiMk2qFnSktQNbZ5V76A1xB4DGaqDKNrSXOAxp5d__3R5_6muEzhVyIoMF18hM1hVzGvSpk0a2AqfHrYinJrN7A&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Deerhill Park,6700 Doubletree Road,Oak Park,CA,91377,34.1854035,-118.7584254,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNS5f_CJxA25uXk08uhqYeNen17E-kZ0Vs3wBHxNal4gZQfYeZYJistyju-O3EnlAYfXk6jyhZtvwCRk-V-J2ol32KEP-UcbX-2tSOiZsYmmA2wmNF5Cit1u0cNTbnV4NMmVvQdwxZraSOcZFbQLD_3wr1gC7SMxCSz9gTBPpIGp6_mOnhmTpk-ZcbQT8ktqU94p_itjjpFJeVoXurayAEvN5h4YaFNdD5l0CICqMGXHdpieF6NdZYfbY4da7a5Ihj_6zpBjOG5AAx4uGMhqxShwSltkbVhVUwMak-IYkUjghaHlhVUIRYW7ApWjtrZ3IBwVF6Q1US5MKEGGUaAcMLYkvV3zK6jMB9VXMHLeWnb6EUshD37jEj61x1DTlYdsZJ3uSkzHDzo2EAjjAfSBiAZJ4xipR9cBORa5P9fqm0uun0JamjiBIuWtHsuN-EndfbWiA9TETvBd61spSug9is441MmWQvTrw3-kpurZ2kOd8LEDzfKrGSHbheMbJdLtYGajweE7r7ICGWE7P_meLBNP9J_00zZkeohVsf-RDLRyRTx1cP_kuUgHTAvOYse717M1taoEhVMfFNqNUjJBjpuJRZ7KWkCnzJTfBk37nPnUY7u6gDaud8s2hJeUCxmYDWGmlASw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Oxnard Community Park West,801 Hobson Way,Oxnard,CA,93030,34.1937985,-119.1895752,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQMdN3Iy7CVLfGOtRHDXqUvH6REXOFclearLmlmb0lSN9xwh4SvhK4bDJLR-8U6FGYmtIzNhOa3PTpNKsHboTJg8v7tgxKi8dJ-elA7qQk5PhuIZjVtNofzUP1o1B50_AcV5UXMnIOEewEjyRQELeY4kQpZamBjJZw7FyU_tkfcodxpoAwUvBuu_hdNli3kmJBbmYEeA5xhe3gNz1ivZw8roCDe2CgtzukuvvAi81OeAm3t1di1vhd5YppZj0SERhgmcSq3xxObNyjeqQPdVmmBS3yp9UTA8pJ9FAYouOMFuRH_-3pTFyueXaIKADLuQZwcO0WVGBOMIwkEHzuc17c88RdHJX0zo-kygn_o5ouftue24a39Uv2wA4pcLawEWTbcJ7kDEWnqtZ1kO2DpfPCP6_uWIsr9daER1AFeQ4V63DSU67LFV-09F7Vj5VUhtgExjIe_S-peFYaq57NMn0F9vCbr4kUCMqYY8JLgS1m-sbcqRcG5XPZ98l4t0-efJdjZWoHrLcLBShHIgbNnEdAEALH4kmVMpk_RNTEk2nH7RyaI40Guo7oB3EhkebLPcjXHXdIcCg9onB1EOi--zjE80fvi5EoSQPKbZup0dxjpJ4-vISQvRYR3KTPpDvksxZUDQQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Bob Kildee Community Park,1030 Temple Avenue,Camarillo,CA,93010,34.226717,-119.029263,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTppDnzbfgcGB2M160bOkjFnDpnQ5A8tnAsRGcgzh5SgKjYyY74nuasgFeP0Gcjd4M7fudvOP7KIDZ0UsVYTlsdiCDWyBKgRQ1N0iTaFYzo_I6EfKln_qXFzdNFsaAUm7v_qqSAK43qoVPYzFOtAh_mtIkboNqUN2h013uSj8V9C5fFDdRANAdR7zrJuh9Aq_P732SB3KffURbMT4QZAha-vTC_9SwYmN72ezOeOFD1z2f7Z-aHWshW8PD15Q9aW-0h-8GQODoAo7mF8-EF5adWLYbjPIpi8_ITxy5WwTW6NH3Ju5rgObhridfkYj9vmg-Y_EDTl4c&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Tierra Rejada Park,11900 Mountain Trail Street,Moorpark,CA,93021,34.2675731,-118.8967083,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRAVxCcUnUCsfxba65fCjamRJNnMwkHnKH1iu2_LuwSwfhSYDXfQoxMituW_KX_UZcbzDsDX4ICITnV93t29c1k2jBdUmLGeEo3zNeopnuiSqzAHlHXcVBx2c-Ieh8BFlTgxNY2jLzOLki8wT9mmodsXaMiIzaTUweIUm79VvSMbwdwzFPI8_AhJjqPyPvaUv54YV7rxF4c0K6n18e4hP_Xn3MCZe5NaUdUCL-USSJ2RG21XrSy2GEKndQUL3mtaH8AYmQ9WD6bIo_NZ5icJkmpHFawZlkvmygYJsyP0ZHhv2rFv3iyH9TQ54J0LAbgrpPVrF5Uh_76MQnaOMuzLNTXj28olmpl_qOZq33hCVOZKfp5H0kGJHf95s9ZpIv08MG2K12OBh6xhhQ7y3dapGSER86sIHqLSvjYLVbAjD5GWSGjU4SgukgsYDww1a2agM5W9F8_GxpV1qhmhBE0h0oXeFIAgtZB-f0opHymCGlz6S7aUPRKzjwaat8jIGjsibU_J_9GcIWVwFParEPy1fIRwr_yFllVvae7LBNm887JGCHmjV_dBDDNNiK8pJw-kgDBagcaC_7mSkXWJkTRBfWAEAXV2Sa0dkmDm_8aLDnHEy2Q&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pierpont Racquet Club,500 Sanjon Road,Ventura,CA,93001,34.2741206,-119.2819222,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQbZrKDVJF_jtfkgwz24XaI8rDkYI6oR6ZmCtO0M7huhyr3aHPgTYUtHrIOCyUqOZZ17zuG42DMJ_dPHkN0cXB8o_mAq2rKCiIuS7TfXS3Np26Lnafi1w7GjGGdWzdMa-L6R656ltvpJuw5dh6lbWdzjxyc__zn0qKav4ZAkM8fqleEcnoYzGKKPOeiV8w08L2CMKqcDULsA2i0--tehVj496WhvYITskFNAKiCflJeRAI1jZ6t-pRGQYpTXLNThQpBbF0yZNYbRpZ2nl2GTyRSLqDk7OVqLeedxTwo-6FChOgDo_agfPF9NC7gH3TSpRz833aJKOo&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pickleball Athletic Club - PAC,2000-B Anchor Court,Thousand Oaks,CA,91320,34.1950098,-118.9229225,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRTLSGQYwhOEe1abZZB-ryXX2pIXDvcNypL1_v-9K76Y4W-J5I_S-POCcX007jv8SmlH1Ab0EHFQQE68L3j5u1vFBq0dQqa22hsoMmyuxo5kAOJ1BJANRlqHjKUJr4EhFA-uHJsF18hfUSjLFNHFATo_XN-FDxFxe9FKqcsFfLbJsbeAp-lCRtWBCByAvtx-i-NezeJX5qxV1V6QQc0BSCLBaewhFX46Se-hNbk3It0EVvD2WATG_AiB8xmVw8O4eDwQhHUTdsa997kD4OOB5AFO8_Hrdqh3wmoP1aRGagHI2-_mmEW0xY8up4-2AqkTb0FlTyxdEM&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Seaview Park,,Oxnard,CA,93035,34.1933398,-119.2135239,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNT_B0xqM079PcUrOpv4AynQoFlVETCkEFx3DdIw0K0L55MZuPz5Qx13hPOAKEXabbyG8Q0kMV8EhbCDIOvxAd8zunhwIaCRJ-XxqU_NX39s2o3FLKuw7UHINZDB9K6pN_bLUHQ983OgoQObBX1lR15Hunw4d7dhugWb242rN3sdbFMPtpdvPQzsIyHe9udq-4ATrfyxxMdKMh2H_niT8EjkEw348v3UL7B6xKdRr00uMGUTwWYc72hE6TXXenkOAaYSGZK2zUZaWrVcvQ6Kc8F76TRHWsKpqDDMr5rVHRCB2WqnoqltjsmzhrvUnkMvUTP0d4MoWUyfXweux7a8yZ9EQ0q3J0OPwd1jaia4Rl4E81kNo95V9mQT79QQ160UkPDOLWG_XdcxMIjjAy0rO10sb3nwfC__IlLwSEgkCTVcwlKxl2ZFl1kmbpf26DOFIH6oLAu_fxouT3GlgaTTZeRh2nsxmdecP1Wdu7C8exyZb1SBQg2Wzdo9WL2U3MqaW_ZD-Fzz8_EErx5iTNT7tMcX-9Qgmh-urB0zc6my84lLzZMliyFMB3fRjnbtVDPtzMB4ZxiOtIGisu1_0-qNdjykfTxmy7Vyj8IVpwg72P1yM_uKOcr_dOx_dmhyMCkFD_RizQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pickleball Court - Lyon Park,De Anza Drive,Ventura,CA,93001,34.3001864,-119.2923021,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTLlQ6CrI4K4LFtD4KlwlyUUfOJFR2T8QvlKQ3uLJ9ZP09i43UULfRD8fpFmD7t1KlAWg4W5DTVjqQU3kM3IA5t-4gpF_rMYbAvEQezFbnAayQnrUyzokVyyr5ifvBlkqFGGG-Ppb8HbhLccClBIAQtKWghB9i57AyAAXHJ74NivYrBKm6LsfkmUu4lQP4dMdFte57afxPABT4c5ZaE8r5xBWKKOPuSVC7OfnJQboFlGi3FAYuGsj17RCllcG_mz1ZebpRldmVJj4SdGxTP-29xd_lV219ueVToRR3T6p-iwVwvEi1vSo3SZYUNbWNb8UObRZX8F6WhTQYgAQIg8tofsFoDCbBbszx9N-T8YzoWPH3C70iLfgEZY1K5qn2Yne0KxKsoycH5xLAAoYLvfuo_9A-iKLILVypJQnel11eiGt5x0GONNisYzEZNRKr2kc5H4Fwjm1PepfiHeokfntdX1tQ0yqVzqF5KkzBMkzvUsq5M5zv7Qz7h5q6iLUPV0SBTqCEInz1739AEuryObhegpQWzbsfcot3gcM0jJyPerdZtfXog3A7IEyJeY3W41toXbdMpO4V3KubNvv3B3T7-iNUVBdqbj1ewkAAZ7aRw-4q9KVDwnZ06vQ-bBz4CisxKtw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Simi Community Park,1765 Royal Avenue,Simi Valley,CA,93065,34.2648393,-118.7634755,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQsED-989mM1ntj_3DBSrKRGfAiRDeb-VQKBEkGBD2ajNecgzkX4hHrvS6xrmeMA5uyZZTMkwUBytck_YXG4k6xBisT2csRwdTCZfiiZ3-vMcIgJuYuCJ2RYwQfwP76_s2SOoLHZEN6gL_L7GhHASR5dGVuOa971Wr7whwb7RaB2vR2bSYMvcAFUtmzkQsj0SBS7rHXLN-EzjzD-xDokS2GFr-FlzIpWD3_7A-LqpLg6-CYSyvqqtGvQ4MexWkODmM06iVsFSkMyUNWaLepnhtnPSiPs6T_nS93ezJLmsOjxu7SHPUhs84LoxPrIIAwIfEZJzYK3EnvS8b1lOnZJDoNS2wdmw4rYNt47bR9R60DGzKn62TsEbxKzbo03yGhgTFBie83aofKMRS_i8YK9fUcQp7YrLe5nKw2Q48Y4GjZfTT-oBA5tQ-ea13uNgGm0Ot5Daa_DfTJXnmz_FLE8r248OU_IrH9wR43Aon7pzgycCMAah-P5VKPuYhICB_UcqXhV8gN9isddCIi2xDZj5llfpp-GDMSYoDraaf8ZhHZqwZ8OKflUdtBeTGBvSfKR3wRNGT1l4MsMgzy1mKfK396C77h0eosgKCizGdNQMZiOCHptckgHLAnvtFMwDaH4h1Pgw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Rancho Conejo Playfields,950 Ventu Park Road,Thousand Oaks,CA,91320,34.1921777,-118.9124673,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQFldLO-QrnmF8GpaTDgXQdNlYzK5r2pbSSp4NduYl94-3hc4YveBEb3aQSJP3p52ucsmofd5S81v8n9fNND2j8sDqLq6KlnWAV_PYiZa7A98tx9ToFNGJ4M3NYMn4n48Q-Q8NOWWazHnhgvfYDJX3GL1gl2cXhTQPHUZp65hFE3BXB7DmNNyOyv_Vj0cArfAHD5CK2qiO3tI0YC9TKu1j4_b1YRmXUUx83xpCAnuA5kPTvzNszPUOW1V7yS1rgg5fiwTDXzFveDHBFi219XajmPuZG8xbJjBoitx61o5Ch4AZCwmUKT2DHz8hhBEZBLN-HNQ__2E0Hs_y8-u6nHznY7zmaJTYbkKYqUEpGvRTx44fMf2Y93J4uXme98tCmEiuHEwP6yNSnycb14LkPWQsmhhSdebzP4Mm3N5HH51lQkG7R0wHLDTHv1ohysdemb_4giTAiFPfubwbOdkulfsVAlIIiKH4-eIYc-M-16sMiGY12yDjdebb0A_aKiFwksAFUaTpn7ATS3hrzU4XfVzs0myKJL6LtglV6dloKOeXaSglywcIhQvsjyVbZidH6zyvX5CAKbM-rEe_XjLSIItDjtCNq6pylZNn1rXm2lwzU9rnGwe-6nQlQ-mIZWZYO&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Juanamaria Park,Loma Vista Road,Ventura,CA,93004,34.2834924,-119.1926602,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSJWEjuu0dXHOJFCW7MsQafEDOz8Fm2aRasjr_JAefxbpRKfxlvrbsAdaNwrpL9t_xkAuP_mRJ5eMQyURPTkchqE7KA6SIGswHcPWyC05p4-B3XIcjugRf5NFrD88hU2ZUrYZACb_4sy9E9P5nSdW5xpKJK34BGXarPYXPcz2Y2wjgrwS-zV9ZqTDOTnFum9Cu7Tfi8TN8CCHOM5YpetsV_OAyb7tFpA2BD5FMdFqrosGf949oKRmsZQCLB0z_WlJhLab3DO7UtDwtJCHBCuvfNHISIvNDJl1Vu6dHWgBWUkM95F3vpRbMEwc0ag7sDnTjZvtECbm4XC2sPj0hU6yXo0Yrzofz0bo8QXRPdixw-0ynkjj7pw86P3OSgUX3r372lc9XIqhTfVUp060Gus74cbMRdixhZ0iQQzyR0DgvxgE-h7rjzeHmzyaPpgpug7EhDRt42RqhC57JHZTehaUwFvASAOCyrMKVm-Pr6YTx3ibGrnh-rfm94AwK_B8Hj1BI3-HdlJHVPccQQXNSfIxkKBRYJjDNjtzwYdEqIG4HRuYpIgXV-MkA5j9oCZXtY-HBZN0cGG1GU2iNR-vyBOy-eSD11j8UT8KQJp1buFNH_ggKOEXCUkTg89gi-CkWrhaDL5A&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Miller Park,4530 Miller Parkway,Moorpark,CA,93021,34.273269,-118.8617462,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSrzqxwYWHTptcfrmHNdf46NWH-8rhn56Knk_f78rM9Qg0R5OFBBIM2SgMvIM_2BMgWiuGOJZN9ablf2_W2O4CjrRNW6DcIM_OZhBkpV_LFeEhsXJ9LeGFZypS5XPP9CQC_ncD1_ilSm8DKViQx445mpbi5yg0cO4xk_JGJqGTBIX_HFjDyJlJHh-zp_tRrviR7GAsezmkazmjMU5dLQmEAAABb-jVFmV5z3s5cpLwAEOfUCVAcdUH4P8XnwZHqE1LwjaWCcGXz-sqkcPb1mbNRPmIek9uo3o0y1G56j2W3hNX0v8S6Glmq9SZ8wmDcScOOcpcaxcP4xhKWF0oAxTlvN3LHzLNxKWGnk9XsYRaN2NlgpiO4sptG7MEoLwF72YQtcW5WpKEzLknNoGuCvqTXJ6Cv--5QuC5Tc9fL_bbI9tvyH17qIH-sNeyCQL10cu9fli3UJo3aiG6H8fMXA60jPmurChXcWu_ZRo4kj1bUHtrdIESzIU8VfKtL-iz-Yt_DfgJAeeLgDzJBKNOeq9pegz9ig144NN0S34aN2jtZxnzhS61Pr-yufzPHLDeJnsr89R15g7fRu0QEs_cj4YRqVFTG0vuRTf6iSC711YcckMDkHvnikCRARN8P5dRtS2i0ww&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Bob Kildee Pickleball,1124 Eston Street,Camarillo,CA,93010,34.2286754,-119.0285715,
